Signal Variance,Background Variance,SNR
0.0812523246511422,0.8807352227967069,0.09225510976287708
0.08760880476369147,0.9378684856868338,0.09341267576501676
0.08301911434656667,0.8912172096673803,0.09315250361643154
0.08097637930898648,0.8593494524139893,0.0942298608342818
0.08370939341540717,0.9003340217278348,0.09297593048273364
0.0837396827238087,0.8969166583072314,0.09336395076199416
0.0884634752349129,0.9414257949482105,0.09396754976294167
0.08403185394183373,0.896931830409267,0.09368811663589892
0.08321557133454947,0.8894546147452116,0.09355797356606774
0.08728527469206335,0.9198551438589245,0.09489023926733624
0.08474871533240876,0.8895753118818549,0.09526873576687601
0.08039069754713334,0.893358270763099,0.08998707481430075
0.08496958812829768,0.9150229628722946,0.09286060741205299
0.08712619915247205,0.9259806872569103,0.09409073034835247
0.08403133770234411,0.9040455494680822,0.09295033613271593
0.08444202697092427,0.9139301119493765,0.09239440288362182
0.08065705080902642,0.8866476076864043,0.09096855403410029
0.08766016094546039,0.9311345979906102,0.09414338285209373
0.08789702120841349,0.9512616507738573,0.09240046746014487
0.08429997704845632,0.9051200388882007,0.09313679227785714
0.08531454993393593,0.9052932680072987,0.09423968226531439
0.08446257603065462,0.9163765395420073,0.09217016410401327
0.08176321430304136,0.8888364102695052,0.09198904698137852
0.08718256488785464,0.940126956154465,0.09273488470585918
0.08641820334522944,0.9325733329434268,0.09266638911116266
0.08269130618381135,0.8960532854513056,0.09228391606439242
0.08457416182067908,0.9003807414568545,0.09393155353793381
0.0850789493622911,0.918655430555839,0.09261247093571687
0.0852555970057776,0.927852637844322,0.09188484628750072
0.08389767704010975,0.9047037632214923,0.09273497077249326
0.08304523974346328,0.897215944973781,0.09255880951367855
0.08418484830168248,0.8955556841528971,0.09400291884843835
0.08638073736070744,0.9230559609664926,0.09358125727313633
0.08811667996790802,0.946160096230244,0.09313083517154079
0.0848144250466829,0.9129416518186523,0.09290235019699872
0.08360023065647154,0.9265741747945556,0.0902250817372584
0.08472114751708901,0.9086471745727808,0.09323877285693691
0.08566801566895435,0.9266887608651893,0.09244529478157443
0.08452931067628172,0.928012483793459,0.09108639393594062
0.08290704029430626,0.9000096679170452,0.09211794411740462
0.08500901973697476,0.9192264381816282,0.09247886723660356
0.08535860283469397,0.9305470938092736,0.09172948193870692
0.08297423721585424,0.9023986947110141,0.09194853417028276
0.08626958511860038,0.9344548537736095,0.09232076303121318
0.08384445733147747,0.9035468763178726,0.09279480625638348
0.08313568199390767,0.8937442741358711,0.09301954082367525
0.08577197946862597,0.9289815660889484,0.09232904354575044
0.08321231625669052,0.890225382592555,0.09347331348198118
0.08455524374560153,0.9016162517203242,0.09378185406958485
0.08585632368158758,0.9273236853418481,0.09258506499802985
0.08369259826084803,0.9160403378166216,0.09136344198589441
0.08506779786389065,0.9207941601305881,0.09238524911129567
0.0820756197533725,0.9039335205480462,0.09079829200670736
0.08763383279486602,0.9302124884395804,0.09420840279393652
0.0870453859018142,0.9324595717238677,0.09335030551607788
0.08282599385413386,0.917159718690053,0.09030705575734543
0.08856147770877143,0.9408229038611334,0.09413193210466654
0.08716216690262496,0.9490010433433448,0.09184622874127867
0.0853011580980596,0.9253174001726379,0.09218583599762074
0.084554937577337,0.9089778112439617,0.09302200398227674
0.08838244019401824,0.9460112906320428,0.09342641157587955
0.08319433817496526,0.9073565965268534,0.09168869052521746
0.08696854010217248,0.9342144685741154,0.0930926923395994
0.08890067151575319,0.9498906747782956,0.09359042453648952
0.08539931642283298,0.9201112944966532,0.09281411600272842
0.08396988240874902,0.9132887505712454,0.09194231545743599
0.08507828403627817,0.9208445647849247,0.0923915797408755
0.08625045764964619,0.9175795479125302,0.0939977987149602
0.08142288705563787,0.8922676756190463,0.09125387961538278
0.08546104018440272,0.9323871066509628,0.09165832471812041
0.0860880268146903,0.9395215673539383,0.0916296440720866
0.08197456958366704,0.8878798841605189,0.09232619304262438
0.08305300874107314,0.9045153603562313,0.09182045146072901
0.08348458127347351,0.8898623829613772,0.09381740690694754
0.0817203542162011,0.8807235160205837,0.09278775089989896
0.08172842005712679,0.9031525691297709,0.09049237399155702
0.08648190500353646,0.9044060781963835,0.09562287017796635
0.08425092536915638,0.9271644955802182,0.09086944740742285
0.08306150054299628,0.9023336566247184,0.092051870096143
0.08896319847978021,0.9449890917161858,0.09414203746861774
0.08730985799969446,0.9387297937891764,0.0930085084945145
0.08417128822295061,0.9098816409106742,0.09250795316488197
0.08545762050584434,0.931399529261691,0.09175183991512809
0.08338144636476424,0.8889981671845769,0.09379259647838205
0.08481265933602243,0.9078682041029901,0.09341957230435305
0.08413210346230539,0.9119377235746582,0.09225641322580697
0.08567417996891562,0.9277932943847101,0.0923418831408268
0.08425441365488652,0.9000820714677557,0.09360747905743041
0.08487701518192753,0.8824888991681881,0.0961791307085341
0.08755003159504332,0.9324696770708397,0.0938904864660732
0.08550478254973423,0.924489895631163,0.09248860691047234
0.08254520385267436,0.8750411386307447,0.09433294071389631
0.08234702862122825,0.88165546528991,0.09340046295085408
0.08278006123852251,0.8991231234605837,0.09206754790146544
0.08488477903932135,0.9151192485128029,0.09275816149345674
0.08454973370594969,0.9227658791206803,0.09162641967919165
0.08297567499825792,0.8944983911072147,0.09276224062913092
0.08802214596902161,0.9439529369487676,0.09324844759055922
0.08693070507424801,0.9178499271825873,0.09471124036702673
0.0869794199857848,0.9245155513219524,0.09408107831330051
0.08314707256309463,0.8871994480085376,0.09371858013407432
0.08695076791582126,0.9416392231453309,0.09233978978210154
0.08776854568042954,0.9455827962446754,0.09281952466668913
0.09002120165111308,0.9595567440930431,0.09381540196062046
0.08272923348048145,0.900626460567368,0.09185743157975226
0.08712322613557393,0.9260662845349581,0.09407882307185443
0.08605855829978719,0.9245269247875766,0.09308388538231094
0.08703498536454556,0.9478746522409325,0.09182119720026319
0.08309624009697232,0.8990893544883267,0.0924226715422101
0.084607876306976,0.9156911444194095,0.09239783176086223
0.0850870799202086,0.9069686564875957,0.09381479647788943
0.08432391972974004,0.9199484434798102,0.09166157117541845
0.08510447337843893,0.9044059067033424,0.0940998646157166
0.0878050949947462,0.9389936328245558,0.09350978742062668
0.08473751972100396,0.9129094960134938,0.09282138053228384
0.08527371263756657,0.9234809686606581,0.09233943690387106
0.08459041942863323,0.8988117987085774,0.09411360592971038
0.08556338953051952,0.9002897971798784,0.09503983028414116
0.08521426154279879,0.9119516166338232,0.09344164754851787
0.08768852851786782,0.9437031785078405,0.09291960704902859
0.08584976825264677,0.9313019565803013,0.09218252753154652
0.08430628652751507,0.9084886822669997,0.0927983894275283
0.08762120090548718,0.9392308853370358,0.09329037436204515
0.0828347057477658,0.8914661378505285,0.09291963231210768
0.0833839589592472,0.8901135331872858,0.09367789147151712
0.08750341872186358,0.9323791061566657,0.09384961347166929
0.08464944530029321,0.9176020377032124,0.09225071634776827
0.08484519417252166,0.9079650632535442,0.09344543926447213
0.08428514234769854,0.927290205304322,0.09089402849891796
0.08649482219400087,0.9223032928265459,0.0937813221168534
0.08625558500226739,0.919869803536447,0.09376934069436467
0.08207206804620724,0.9104386359359192,0.09014563399084904
0.08618296652069185,0.9170743010780589,0.09397599127942
0.08563308772030301,0.921543402516633,0.09292355355857199
0.08414650870016717,0.9038815861346384,0.09309461547945845
0.08305879321245167,0.9031544747272433,0.09196521252639069
0.08606893561987314,0.9207341407956791,0.09347859692211932
0.0835932251484636,0.9055598552143951,0.09231109867240365
0.08761968809638454,0.9271925116563431,0.09449999541072665
0.08239314721148942,0.888310868360119,0.09275260513652463
0.08418664457123275,0.9112500390441264,0.09238588857515109
0.08560113362273024,0.8975807905040282,0.09536872282511942
0.0844918908111262,0.891499870492705,0.09477498943934796
0.0846876391914446,0.9117093511171144,0.09288885661606644
0.08352292599062595,0.8998686505985304,0.09281679713486216
0.0844183363488494,0.9226009414915057,0.09150037958163804
0.08799382515749626,0.9463698025201395,0.09298038137224236
0.08593256615627139,0.918462857588061,0.09356128606216642
0.08224159478734697,0.8788415846712802,0.09357954405185369
0.08363113396475874,0.8923013602598224,0.09372521178316576
0.08346414678844134,0.9059403789316404,0.09212984510842662
0.0827354766297928,0.8926943274926995,0.09268063443639325
0.08470259751917233,0.9248742418299893,0.09158282681932707
0.0848961169097042,0.926997639786475,0.09158180481372014
0.086321160544047,0.9289038881026778,0.09292797850201845
0.08249539885896855,0.8845365933914748,0.09326397514281022
0.0844543096692921,0.883957375970529,0.0955411561293514
0.08636937349905946,0.9408695345445781,0.09179739626798099
0.08684552501455788,0.9378572458064113,0.09259994034580843
0.08460722470756488,0.9269625557270389,0.09127361637731463
0.08529276680566547,0.9283486938001176,0.09187578694868054
0.08108908674352203,0.8886941020049098,0.09124521762953483
0.08453219838114694,0.8896388324302902,0.09501855730625457
0.08435675146906896,0.8871422320476129,0.09508819265019675
0.08511427768494531,0.9356645685064261,0.09096665680181813
0.08459580295096022,0.9225982912939399,0.09169299764506934
0.08861451260253321,0.9491812233060919,0.09335889757056098
0.08327104149336434,0.9024793836657488,0.09226918974606231
0.08556823408839638,0.9124475600637209,0.09377879653973836
0.08623602541865719,0.929664456794626,0.09276037691705337
0.0841079615413214,0.9017847272983137,0.09326833666090485
0.08638955574397564,0.9176825853270566,0.09413882002913558
0.0848946779310514,0.8993158543715417,0.09439917857378079
0.08652209556472795,0.9036890682436262,0.09574321368398185
0.08398727451103236,0.9058019646690162,0.09272145323919855
0.08576493291857847,0.9196358620557037,0.0932596655450824
0.0846378154955802,0.9103303509394028,0.09297483645166765
0.08352091737449999,0.8850976868278323,0.09436350203765285
0.08256777863637374,0.8929294902108923,0.09246841944583202
0.08553554390712675,0.9053348070786756,0.09447946023762403
0.08691940168138453,0.9236375760178722,0.09410552790210719
0.08227197407567183,0.8846401542765445,0.09300049706985497
0.08747054095286741,0.9410362533456323,0.09295129772300115
0.08324261373830218,0.9108760602585535,0.09138742071525476
0.0846079262342335,0.9347086674778134,0.09051796477135136
0.08178350272254228,0.875169402380867,0.09344876831851433
0.08464473641566661,0.9132189812303686,0.0926883235624667
0.08443124115105222,0.8911473130126476,0.09474442655908444
0.08396157675840767,0.9064880096348003,0.09262293142987467
0.08418180708917433,0.8953902391665026,0.09401689163770331
0.08344137240258488,0.8991446226143655,0.09280083570979893
0.08319877343934802,0.8947497444523876,0.09298552355582738
0.08712748165343082,0.9138765585343285,0.0953383483138746
0.08838389894378941,0.946343384036712,0.09339516758365236
0.0870085763794075,0.9395978491054917,0.09260193226521399
0.08475968563266807,0.9181970164270326,0.09231100092493469
0.08719366112442041,0.9314073035608648,0.09361496392724233
0.08279324415087902,0.9009819190813972,0.09189223712201848
0.08981182084923371,0.9428432612675857,0.09525636395649485
0.08225847034007477,0.8994021656370796,0.09145905300529054
0.08579409469229629,0.9231413873745307,0.09293711219718989
0.08612617585966159,0.9167052740399567,0.0939518712269431
0.08095722138467311,0.8929726139776478,0.09066036305868118
0.08855252614250493,0.9447556758528178,0.09373061036396504
0.08169515249993783,0.87619758210112,0.09323827658144528
0.08387707135353413,0.9020706545562475,0.09298281784235127
0.08343815935179671,0.917999693953192,0.0908912714256865
0.08408495667251836,0.9066048670137136,0.09274708280520015
0.08625420285057794,0.9316897537195162,0.09257824560829574
0.08530539790092588,0.9122260304669407,0.09351344409374138
0.08857234354710468,0.9355893321341988,0.09467010845993706
0.08659394381211688,0.9259245883048117,0.0935215944212623
0.08536810169333436,0.9011415710729495,0.09473328546111832
0.0820831805997115,0.8961580280670074,0.09159453804901246
0.08873802077219456,0.9507927383880768,0.09333056216083041
0.08519080085314974,0.9262624602088967,0.09197263682038562
0.08354134760806492,0.8965340649153927,0.09318256927130689
0.0838014770664422,0.9040079044081198,0.09269993841625694
0.08532285552245425,0.9049389001086297,0.09428576394739138
0.0841534768573598,0.9041179227013394,0.0930779876655078
